Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee_ID,Promotion_Gap_Ratio,Role_Stagnation_Index,Training_Intensity_Score,Manager_Stability_Indicator,Promotion_Gap_Score,Training_Need_Indicator,Career_Stagnation_Flag,Retention_Opportunity_Index,Retention_Opportunity_Level,Career_Cluster,Career_Cluster_Label
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,EMP0767,0.875,0.125,0.25,0.875,High,Medium,0,66.875,High,2,Experienced Professional
40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,EMP0769,1.0,1.0,0.4285714285714285,0.7142857142857143,High,Low,1,95.71428571428572,High,2,Experienced Professional
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,EMP0771,1.0,1.0,0.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
55,0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,EMP0775,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.2222222222222222,High,Low,1,68.33333333333334,High,2,Experienced Professional
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,EMP0782,0.2,0.6,0.4,0.6,Low,Medium,0,60.0,High,1,Developing Professional
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,EMP0786,1.0,0.9090909090909092,0.5454545454545454,0.0909090909090909,High,Low,1,68.63636363636364,High,2,Experienced Professional
38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,EMP0808,0.25,0.875,0.25,0.875,High,Medium,0,64.375,High,1,Developing Professional
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,EMP0809,0.1428571428571428,0.7142857142857143,0.1428571428571428,1.0,Medium,High,0,62.142857142857146,High,1,Developing Professional
43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,EMP0813,0.0,0.875,0.125,0.125,High,High,0,63.125,High,1,Developing Professional
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,EMP0816,1.0,1.0,3.0,1.0,Low,Low,0,95.0,High,1,Developing Professional
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,EMP0818,0.0,0.8181818181818182,0.0,0.8181818181818182,High,High,0,66.81818181818181,High,2,Experienced Professional
31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,EMP0819,1.0,1.0,2.0,1.0,Low,Low,0,85.0,High,1,Developing Professional
38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,EMP0827,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.0,High,Medium,1,69.28571428571428,High,1,Developing Professional
27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,EMP0834,0.5,0.5,0.0,0.5,Low,Medium,0,77.5,High,1,Developing Professional
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,EMP0842,0.25,0.75,0.5,0.5,Low,Medium,0,60.0,High,1,Developing Professional
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,EMP0847,0.8571428571428571,1.0,0.2857142857142857,0.5714285714285714,High,Medium,1,92.85714285714285,High,2,Experienced Professional
35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,EMP0849,1.0,1.0,1.0,1.0,Low,Medium,0,95.0,High,1,Developing Professional
56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,EMP0852,0.8,0.4,0.4,0.4,Medium,Medium,0,75.0,High,2,Experienced Professional
20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,EMP0857,0.5,1.0,1.0,1.0,Low,Medium,0,80.0,High,1,Developing Professional
53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,EMP0859,0.5714285714285714,1.0,0.8571428571428571,1.0,High,Low,1,72.85714285714286,High,2,Experienced Professional
46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,EMP0862,0.5769230769230769,0.5769230769230769,0.0769230769230769,0.3461538461538461,High,Medium,1,70.57692307692307,High,2,Experienced Professional
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,EMP0868,1.0,1.0,1.5,1.0,Low,Low,0,100.0,High,1,Developing Professional
28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,EMP0869,0.5,0.8333333333333334,0.3333333333333333,0.5,Medium,Medium,1,77.5,High,1,Developing Professional
35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,EMP0871,0.1428571428571428,1.0,0.2857142857142857,1.0,High,Medium,0,75.71428571428572,High,1,Developing Professional
30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,EMP0875,0.8,0.7,0.4,0.9,High,Low,1,71.5,High,2,Experienced Professional
20,0,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,EMP0877,1.0,0.5,1.0,1.0,Low,Medium,0,80.0,High,1,Developing Professional
32,0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,EMP0881,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,EMP0883,1.0,1.0,0.2857142857142857,1.0,High,Medium,1,100.0,High,2,Experienced Professional
30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,EMP0887,0.4545454545454545,0.8181818181818182,0.1818181818181818,0.6363636363636364,High,Medium,1,72.27272727272728,High,2,Experienced Professional
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,EMP0890,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.8888888888888888,High,Low,1,78.33333333333333,High,2,Experienced Professional
31,0,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,EMP0897,0.1,0.9,0.2,0.8,High,Medium,0,68.0,High,1,Developing Professional
29,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,EMP0906,0.1428571428571428,1.0,0.2857142857142857,1.0,High,Medium,0,60.71428571428572,High,1,Developing Professional
34,0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10,EMP0921,0.4545454545454545,0.7272727272727273,0.1818181818181818,0.9090909090909092,High,Medium,1,73.63636363636364,High,2,Experienced Professional
35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2,EMP0925,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,Low,Low,0,61.66666666666666,High,1,Developing Professional
36,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12,EMP0928,0.3125,0.875,0.125,0.75,High,Medium,1,70.0,High,2,Experienced Professional
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2,EMP0930,1.0,1.0,1.0,1.0,Low,Medium,0,95.0,High,1,Developing Professional
51,0,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7,EMP0931,1.0,0.0,0.8571428571428571,1.0,High,Low,0,60.0,High,1,Developing Professional
28,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,No,11,3,2,0,5,2,2,3,2,1,2,EMP0934,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,68.33333333333333,High,1,Developing Professional
25,0,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1,EMP0935,1.0,1.0,1.5,0.5,Low,Low,0,87.5,High,1,Developing Professional
58,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2,EMP0939,1.0,1.0,1.5,1.0,Low,Low,0,90.0,High,1,Developing Professional
36,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7,EMP0943,0.1428571428571428,1.0,0.0,1.0,High,High,0,85.71428571428572,High,1,Developing Professional
46,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7,EMP0944,0.7142857142857143,0.8571428571428571,0.4285714285714285,1.0,High,Low,1,84.28571428571428,High,1,Developing Professional
28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5,EMP0945,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.5555555555555556,High,Low,1,66.1111111111111,High,2,Experienced Professional
50,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2,EMP0946,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,68.33333333333333,High,1,Developing Professional
31,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6,EMP0951,0.9,0.8,0.5,0.6,High,Low,1,74.0,High,2,Experienced Professional
56,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7,EMP0957,1.0,0.4285714285714285,0.5714285714285714,1.0,High,Low,1,77.85714285714286,High,2,Experienced Professional
34,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6,EMP0959,0.1111111111111111,0.7777777777777778,0.0,0.6666666666666666,High,High,0,67.77777777777777,High,1,Developing Professional
40,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8,EMP0960,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,High,Low,1,75.55555555555556,High,2,Experienced Professional
38,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,No,15,3,4,1,11,3,3,7,7,1,7,EMP0964,0.1428571428571428,1.0,0.4285714285714285,1.0,High,Low,0,65.71428571428572,High,1,Developing Professional
34,0,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6,EMP0965,0.9,0.8,0.6,0.6,High,Low,1,84.0,High,2,Experienced Professional
36,0,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13,EMP0969,0.4,0.4666666666666667,0.1333333333333333,0.8666666666666667,High,Medium,1,68.0,High,2,Experienced Professional
56,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9,EMP0977,0.7894736842105263,0.8421052631578947,0.0,0.4736842105263157,High,High,1,100.0,High,2,Experienced Professional
40,0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8,EMP0979,0.9166666666666666,0.9166666666666666,0.0,0.6666666666666666,High,High,1,100.0,High,2,Experienced Professional
34,0,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7,EMP0980,0.875,0.875,0.125,0.875,High,High,1,99.375,High,2,Experienced Professional
28,0,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4,EMP0985,0.0,0.6,0.0,0.8,Low,High,0,75.0,High,1,Developing Professional
51,0,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2,EMP0988,0.75,0.5,1.25,0.5,Medium,Low,0,62.5,High,1,Developing Professional
52,0,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4,EMP1001,0.0,0.8,0.4,0.8,Medium,Medium,0,61.0,High,1,Developing Professional
35,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2,EMP1003,1.0,1.0,1.0,1.0,Low,Medium,0,95.0,High,1,Developing Professional
26,0,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7,EMP1005,0.0,1.0,0.2857142857142857,1.0,High,Medium,0,70.0,High,1,Developing Professional
34,0,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3,EMP1016,0.25,0.75,0.5,0.75,Low,Medium,0,68.75,High,1,Developing Professional
45,0,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7,EMP1035,0.0,1.0,0.2857142857142857,1.0,High,Medium,0,70.0,High,1,Developing Professional
48,0,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,No,11,3,1,3,15,3,3,2,2,2,2,EMP1039,1.0,1.0,1.5,1.0,Low,Low,0,100.0,High,1,Developing Professional
40,0,Non-Travel,218,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,No,11,3,3,1,16,5,3,9,8,4,8,EMP1041,0.4444444444444444,0.8888888888888888,0.5555555555555556,0.8888888888888888,High,Low,1,67.77777777777777,High,2,Experienced Professional
53,0,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,8,EMP1044,0.8888888888888888,0.8888888888888888,0.2222222222222222,0.8888888888888888,High,Medium,1,95.55555555555556,High,2,Experienced Professional
49,0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,No,14,3,2,1,20,0,2,3,2,1,2,EMP1045,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,Low,Medium,0,78.33333333333333,High,1,Developing Professional
34,0,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12,EMP1049,0.2307692307692307,0.6923076923076923,0.1538461538461538,0.9230769230769232,High,Medium,1,68.84615384615384,High,2,Experienced Professional
30,0,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2,EMP1050,1.0,0.5,1.0,1.0,Low,Medium,0,85.0,High,1,Developing Professional
44,0,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2,EMP1063,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
28,0,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7,EMP1074,0.125,0.75,0.25,0.875,Medium,Medium,0,60.625,High,1,Developing Professional
44,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,EMP1079,0.7,0.3,0.05,0.85,High,High,1,84.75,High,2,Experienced Professional
39,0,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2,EMP1080,1.0,0.0,1.5,1.0,Low,Low,0,65.0,High,1,Developing Professional
46,0,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606,11380,8,No,12,3,4,1,23,2,4,13,12,5,1,EMP1081,0.3846153846153846,0.9230769230769232,0.1538461538461538,0.0769230769230769,High,Medium,1,64.23076923076923,High,2,Experienced Professional
34,0,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,0,10,3,3,10,9,8,6,EMP1085,0.8,0.9,0.3,0.6,High,Low,1,73.0,High,2,Experienced Professional
34,0,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7,EMP1088,0.4545454545454545,0.9090909090909092,0.3636363636363636,0.6363636363636364,High,Low,1,60.0,High,2,Experienced Professional
29,0,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7,EMP1091,0.0,1.0,0.4285714285714285,1.0,High,Low,0,60.0,High,1,Developing Professional
40,0,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,EMP1095,0.875,0.5,0.625,0.125,High,Low,1,66.875,High,1,Developing Professional
40,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,EMP1099,1.0,1.0,1.0,1.0,Low,Medium,0,95.0,High,1,Developing Professional
45,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7,EMP1100,0.7,0.8,0.4,0.7,High,Low,1,72.5,High,2,Experienced Professional
35,0,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,EMP1101,0.8,0.6,1.0,0.4,Medium,Low,1,61.0,High,1,Developing Professional
48,0,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,EMP1104,0.875,0.875,0.25,0.875,High,Medium,1,89.375,High,2,Experienced Professional
33,0,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,EMP1106,1.0,1.0,3.0,1.0,Low,Low,0,100.0,High,1,Developing Professional
48,0,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,EMP1115,0.875,0.25,0.375,0.75,High,Low,0,68.75,High,1,Developing Professional
34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,EMP1118,1.0,1.0,1.5,0.5,Low,Low,0,77.5,High,1,Developing Professional
38,0,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,EMP1120,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.7777777777777778,High,Low,1,79.44444444444444,High,2,Experienced Professional
39,0,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,EMP1125,1.0,0.8571428571428571,0.4285714285714285,0.8571428571428571,High,Low,1,83.57142857142857,High,2,Experienced Professional
29,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,EMP1126,0.1666666666666666,0.6666666666666666,0.0,0.5,Medium,High,0,64.16666666666666,High,1,Developing Professional
23,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,EMP1128,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
35,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,EMP1131,0.6,0.9,0.3,0.8,High,Low,1,68.0,High,2,Experienced Professional
34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,EMP1132,0.875,0.25,0.375,0.875,High,Low,0,60.625,High,1,Developing Professional
40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,EMP1133,0.2,0.8,0.4,0.4,Medium,Medium,0,63.0,High,1,Developing Professional
43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,EMP1134,0.0,0.6666666666666666,0.0,0.3333333333333333,Medium,High,0,65.0,High,1,Developing Professional
45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,EMP1144,0.4,0.7,0.2,0.5,High,Medium,1,69.5,High,1,Developing Professional
39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,EMP1149,1.0,1.0,0.4285714285714285,1.0,High,Low,1,100.0,High,2,Experienced Professional
27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,EMP1150,0.0,1.0,0.4285714285714285,1.0,High,Low,0,60.0,High,1,Developing Professional
35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,EMP1151,0.0625,0.9375,0.125,0.625,High,Medium,0,65.0,High,2,Experienced Professional
21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,EMP1153,1.0,1.0,1.0,1.0,Low,Medium,0,95.0,High,1,Developing Professional
40,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,EMP1157,0.7777777777777778,0.8333333333333334,0.1111111111111111,0.6666666666666666,High,Medium,1,81.11111111111111,High,2,Experienced Professional
